name,grade,style,crag,area,country,shortnote,notes,date,project,stars,cragnote
Freerider,5.13a,,El Capitan,Yosemite,USA,,"Freeblast: 2 ea #.3-3, 1 #4 (first pitch), Offset nuts small, big
Freerider Rack: Nuts 1ea, Cams 2ea #.1-3, 1-2ea #4-6 (#6 is inevitable), 1-2ea offset cams
Pitch 1: climb 70m to anchor below roof
Pitch 2+3: link
Pitch 4: scary at pinscar crack (Offset nuts, green Cam at roof), bolt traverse is hard on the feet, don´t do it in the sun! Skip second last bolt on slab (hard to clip)
Pitch 6+7 Half Dollar: simul climb both pitches to be fast
End of pitch 6: belay takes big blue and red DMM offset nut plus #.75-1 cam 
Half Dollar roof: 3 pitons, one fixed nut, blue DMM Offset nut and #1 just before corner
Pitch 8: 250 feet: simul climb to leftest belay on Mammoth Terraces
Pitch 9: Downclimb is awkward, maybe with microtraxion or stack extra rope there (haul line when you pre-haul stuff to Heart ledges) so both can toprope.
Pitch 10: one hard move directly at bold: take good low left hand crimp, right hand on small 2 finger crimp, smear left foot on wall, right foot on little edge, bomp up right hand to sidepull/pinch. Rest is easy. Simulclimb 4th class climbing past lung ledges to belay of Hollow Flake.
Pitch 11: Hollow Flake: long pitch! You need dummy runner, one quick-draw and one #6 or bigger if possible (scary!!!). Cross after anchor to the left above the anchor, then start downclimbing. Hard move to crack system right at the piton. Downclimb very long (get´s hard in between when finger crack becomes tips, then easier again. Don´t struggle here! You´re on toprope. Pass to Hollow Flake very low at obvious ledge, just walk left. Layback first half of Hollow Flake until you´re at hight of belay. Then rob into the crack and slide #6 with you. Leave it at some point before crack widens too much. Then levitation technique: Heel-toe cam with both feet and move up. SCARY!
Good bivy for 2 at Hollow Flay Ledge (not in guide), good end for first day on the push
You can easily rappel from The Ear to Heart Ledges and then rap fixed ropes. Ascending fixed ropes takes ~30min.
Pitch 12: chimney, right side in, face the valley, don´t go too far in, stay outside, run it out, link two pitches (70m), big gear
Pitch 14: The ear: place #1 at beginning crux (hard laybacking), jugs higher up but hard to go around corner, there is a hidden crimp 10cm left of slopy corner
don´t place #5 at end (is dragged in), many places to put big gear (#2-4), intimidating but easy, take helmet off, otherwise you can´t turn your head.
Pitch 15: Monster Offwidth: SO EXAUSTING! Hardest pitch on Freerider. Slide #6 all the way. Take #5 with you, too. Fit´s at one point as well. Yellow BD C3-2 Cam for upper ramp. Beta: left side in, left arm cickenwing or just cam somehow, right hand at edge, left foot heel-toe-cam, right and outer foot heel against the back wall and inner foot smearing against crack edge, use crimps to move body up, several rests during the climb, take water with you and clip to right material loop
Pitch 16: Offwidth to Alcove: use right wall and stem, slide #6 and place #3 at end of offwidth, chimney to El Cap Spire is ok
El Cap Spire is fantastic bivy!
Pitch 17: go right, 5.11a is easier (not in 2016 Rock Climbing Yosemite Valley Guidebook), gear is difficult to place, scary, #4 in beginning and #1 at hidden spot
Pitch 19 to the Boulder Problem belay: do right loof at half pitch (5.11?) instead of 12a layback, place #.3 in beginning, #.75 and #.4 at water sipping undercling, move right on underclings and reach to crimp right, move your feet right. #.5 at upper part (easy)
Pitch 20: The Boulder Problem: v3/4: when at first bolt: left hand to crimp in crack, right hand on sharp crimp at face, left foot against smear, right foot next to it, left foot high to small chip foothold on left wall, then right hand to gaston and left hand to big undercling (good rest); now into v6/7 boulder problem: left hand crimp, right hand crimpy pinch, left foot in crack and right foot high up to good foothold, move left hand to sharp 3-finger crimp, stem with left hand and move left foot to left hand on smear; move left hand to undercling; here it get´s funky: take undercling with thumb, move right foot to good foothold above left foot and match with other thumb, left left food out on bad side-smear and go big left from the thumb to good sidepull-sloper. Right hand back to crimp and bring right foot in to smear, match sidepull sloper and adjust left hand to undercling. Step right foot against wall (really bad) and ninja kick left foot out. Go left to good sidepull, bring in right foot and go to good crimp, then ~5.10 to anchor.
Pitch 23: Enduro Corner Part 2: Kneebar to place gear, stem last bit, run out at the top
Pitch F24: The Round Table: traverse and use hidden hole up and left at start
Pitch F25: is okay
Pitch 27: Offwidth is hard, layback",,,,"Das schönste Klettergebiet der Welt, massiv und unbeschreiblich. It´s the place to prove yourself. People here are just more bad-ass!"
Freeblast,5.11b,o.s.,El Capitan,Yosemite,USA,,"9 pitches, first bit of Freerider",2016-11-01,,3,"Das schönste Klettergebiet der Welt, massiv und unbeschreiblich. It´s the place to prove yourself. People here are just more bad-ass!"
Snake Dike,5.7,o.s.,Half Dome,Yosemite,USA,R,"Simul-klettern, unglaublich spaßig und tolle Szenerie, langer Hike (8h laufen, 1h klettern), Nacktbilder oben",2016-11-01,,3,
Tales of Power,5.12b,,Seperate Reality,Yosemite,USA,,"so schwer! Unten Offwidth, dann Mantel in no hand rest, oben pumpig und steil an thin hands, ring locks. Bad pro ganz oben",,X,,
Seperate Reality,5.11d,2. Go,Seperate Reality,Yosemite,USA,,"2. Go, unglaublich gut, leider nicht im Flash, 05.04.18 noch 2x wiederholt mit coolen Fotos. SO GOOD!",2016-11-01,,3,
Generator Crack,5.10c,,Generator Crack,Yosemite,USA,,"2022: On lead. Easy! 2018: Toprope Flash. Lapses 4 at a time, 2 repeats. Good burly training for the monster",2022-05-22,,3,
Book of Revelations,5.11a,TR,Church Bowl,Yosemite,USA,,,2022-04-27,,2,
Church Bowl Tree,5.10b,o.s.,Church Bowl,Yosemite,USA,,"polished, not so nice... Anchor is in a weird place",2022-04-27,,1,
Bishop's Terrace,5.8,o.s.,Church Bowl,Yosemite,USA,,"Both pitches in one. Left my shoes on top and lost them, aaaargh. And then had to climb the Steck-Salathé in my sport-climbing shoes. Stupid...",2022-04-27,,2,
offwidth/fistcrack to the right of Bishops terrace,5.7,o.s.,Church Bowl,Yosemite,USA,,,2018-04-03,,,
layback far to left of Bishops terrace,5.8,TR,Church Bowl,Yosemite,USA,,,2018-04-03,,,
Cookie Monster P2,5.13b,,Cookie Cliff,Yosemite,USA,hard,"sehr hart und bedingungslastig oben, hautig!",,X,,
Cookie Monter P1,5.12a,F,Cookie Cliff,Yosemite,USA,,"sehr cooler Layback Riss, geil wieder sportzuklettern",2016-11-01,,2,
Crack-a-go-go,5.11d,TR,Cookie Cliff,Yosemite,USA,,"voll fett, finger in hand, toprope",2016-11-01,,,
Outer Limit,5.10d,o.s.,Cookie Cliff,Yosemite,USA,,klasse!,2016-11-01,,2,
The Rostrum,5.11c,F,The Rostrum,Yosemite,USA,,"Mit Kush, war mir nicht sicher ob er das packt und ich wollte eigentlich ncht gehen. Auch wegen massivem Cut im Mittelfinger. Aber viel Tape hilft viel und ich flashe/onsighte gerade so jede SL, zum Teil mit Beta von Mikey Schafer, netter Kerl. Beste Tour im Valley und sehr anhaltend!",2016-11-01,,3,
Where the Down Boys Go,5.12d,,The Gallery,Red Rocks,USA,,,2016-11-01,,,
The Gift,5.12d,F,The Gallery,Red Rocks,USA,,flotter Flash,2016-11-01,,,
The Glitch,5.12c,o.s.,The Gallery,Red Rocks,USA,,,2016-11-01,,,
Fear and Loathing,5.12a,o.s.,The Gallery,Red Rocks,USA,,,2016-11-01,,,
Running Amuck,5.10c,o.s.,The Gallery,Red Rocks,USA,,,2016-11-01,,,
Bucks Muscle World,5.9,F,The Gallery,Red Rocks,USA,,,2016-11-01,,,
Yin and Yang,5.11a,F,Yin and Yang,Red Rocks,USA,,,2016-12-01,,3,"coole Splitterrisse, sehr kurz"
Shortwank,5.10c,,Yin and Yang,Red Rocks,USA,hard,"schwer und scary oben, fast n Grounder gemacht!",2016-12-01,,,"coole Splitterrisse, sehr kurz"
Atman,5.10a,o.s.,Yin and Yang,Red Rocks,USA,,,2016-12-01,,,"coole Splitterrisse, sehr kurz"
Bigwank,5.9,o.s.,Yin and Yang,Red Rocks,USA,,,2016-12-01,,,"coole Splitterrisse, sehr kurz"
Choad Warrior,5.12c,,Stratocaster Wall,Red Rocks,USA,hard,So hart nach Wet Dream Bouldern!!,2016-12-01,,,
Stratocaster Direct,5.12b,,Stratocaster Wall,Red Rocks,USA,,ausgesetzte zweite Seillänge,2016-12-01,,,
Marshall Amp,5.11b,F,Stratocaster Wall,Red Rocks,USA,,,2016-12-01,,,
Equinox,5.12c,,Jerry's Quarrel,Joshua Tree,USA,trad,"Pro: DMM Offset Nut #5 (rot) + BD C4#0.4 für Start, dann 3x BD C4#0.3, fixed nut before crux, BD C4#0.4 after crux, BD X4#0.2 + BD C4#0.5 at beginn of traverse, BD C3#1 or similar size in traverse, maybe #0.5 just before anchor (if chicken...)
Beta: Start is pretty hard. Place red DMM offset nut and .4 from triangle jug, high left foot and left hand good jam, then right hand into bad finger lock. Kick left food up to good edge and go to better jams above. Moves to crux are awkward but in general not so hart. The footholds are extremely bad!
Crux: right jam at horn above fixed nut, jam left hand directly above. Tiny edge for left foot, and bad smear for right foot right of crack. Lockoff into good jam with right hand (pinky down), place foot onto fixed not (above wavy structure), match and go to better jams. The rest is easier but still very pumpy

Absolute heartbraker in March 2018 where I fell directly above the chains. :-( Have to come back. Such a good and classic route!",,X,3,"März 2018 mit Jakob, eine Woche durchklettern bis die Finger bluten. So ein geiles Gebiet!"
Between a Rock and a Hard Place,5.10b,o.s.,Virgin Island,Joshua Tree,USA,trad,"Erster Offwidth in Jtree, mega cool und abgefahren. Pro bis #6, runout auf den ersten Metern, Killerwind!!!!!!!!!!",14.03.18,,,
Light Sabre,5.10b,TR,Virgin Island,Joshua Tree,USA,trad,cool und ziemlich einfach,14.03.18,,,
Bearded Cabbage,5.10c,TR,The Old Woman,Joshua Tree,USA,trad,schön!,22.03.18,,2,
Dandelion,5.10a,o.s.,The Old Woman,Joshua Tree,USA,trad,"total cool, oben eine coole Plattenstelle",2022-03-20,,2,
Sexy Grandma,5.9,o.s.,The Old Woman,Joshua Tree,USA,,mega gute Kante,2022-03-20,,3,
Doglet,5.8,o.s.,The Old Woman,Joshua Tree,USA,trad,schwerer als Double Cross,11.03.18,,,
Double Cross,5.7+,o.s.,The Old Woman,Joshua Tree,USA,trad,Erste Tradtour in Joshua Tree,11.03.18,,,
Left Ski Track,5.11a,,Intersection Rock,Joshua Tree,USA,trad,"sketchy am Anfang, komische Pinscars",11.03.18,,3,
Lower Right Ski Track,5.10b,o.s.,Intersection Rock,Joshua Tree,USA,trad,ziemlich cool,12.03.18,,,
North Overhang,5.9,o.s.,Intersection Rock,Joshua Tree,USA,trad,"erste Tour in Jtree in 2022 mit Hunt und Stirnlampe, nicht leicht für 5.9, 3 Sterne für die Exposure",2022-03-18,,3,
The Flake,5.8,TR,Intersection Rock,Joshua Tree,USA,trad,"Ein Traum, hat alles geboten von Kamin bis Platte",11.03.18,,2,
Overhanging Bypass,5.7,o.s.,Intersection Rock,Joshua Tree,USA,trad,"überwältigend. Die ""Hangelpassage"" habe ich nicht erwartet! Letzte Tour mit Hunt 2022 bei MEGA starkem Wind. Ich dachte ich werde von der Platte gepustet :-D",2022-03-20,,3,
Upper Right Ski Track,5.3,TR,Intersection Rock,Joshua Tree,USA,trad,fun,2022-03-19,,3,
The Flue,5.8,o.s.,Chimney Rock,Joshua Tree,USA,trad,nice,2022-03-19,,2,
Strawberry Jam,5.9,o.s.,Outhouse Rock,Joshua Tree,USA,trad,"somehow burly, quite windy on top so built an anchor in the notch.",2022-03-19,,,
Hobbit Roof,5.10c,F,The Blob,Joshua Tree,USA,trad,schwere Platte und kurzes Dach an Thin Hands,25.03.18,,1,
Surrealistic Pillar,5.10b,o.s.,The Blob,Joshua Tree,USA,trad,a little bit chossy but fun and diverse,2022-03-19,,,
Buissonier,5.7,TR,The Blob,Joshua Tree,USA,trad,wunderschön und easy,12.03.18,,,
The Bong,5.4,TR,The Blob,Joshua Tree,USA,trad,"mit Madison, Emma, Jakob und Jeff an unserem Ruhetag. Meeeega ",13.03.18,,2,
Damn Jam,5.6,o.s.,The Wall,Joshua Tree,USA,trad,"Fantastischer, 35m langer Schrubber",25.03.18,,3,
Leave it to beaver,5.12a,2.Go,Sports Challenge Rock,Joshua Tree,USA,trad,"erste 12a in Joshua Tree, übertrieben abgefahren geil!",15.03.18,,3,
Clean and Jerk,5.10c,o.s.,Sports Challenge Rock,Joshua Tree,USA,trad,SUPER!,2022-03-19,,3,
Championship Wrestling,5.10a,o.s.,Sports Challenge Rock,Joshua Tree,USA,trad,Offwidth,15.03.18,,1,
Hot Rocks,5.11c,,Rock Hudson,Joshua Tree,USA,trad,"superb finger crack. Needed a lot of tried, really not easy for 11c!",2022-03-20,,3,
"The good, the bad and the ugly",5.10a,TR,The Wart,Joshua Tree,USA,trad,"Jakob braucht ca. 1H hoch, ich bin schnell hochgeflutscht, im Dunkeln, cooler Offwidth in allen möglichen Größen",15.03.18,,,
The Chameleon,5.12b,,Sentinel,Joshua Tree,USA,"trad, hard","MEGA Wand. 5 Bolts Sportklettern und dann geht's auf die Platte: Nach 2m legt man einen super sketchy Keil, der ziemlich sicher sofort wieder rauskommt und dann wackelt man die Platte ca 5m vom Bolt hoch bis man zu einem guten Handklemmer kommt. Dann super pumpig raushandklemmen an schlechten, offenen Handklemmern. Fast onsight! Im Durchstieg hat's brutal geregnet.",22.03.18,,3,
Desert Song,5.12b,o.s.,Sentinel,Joshua Tree,USA,"trad, R",was scared... Rock is not very solid. Stemming boulder at the beginning without pads followed by easy terrain until one stands on a ledge before a blank slap with only a couple of copperheads. Thin edging. Then easy handcrack and DON'T traverse left too early! I traversed on loose flakes and crimps to the left but it's better to go higher up and downclimb. 2 Bolts below somewhat protect the copperhead section and the traverse.,2022-03-19,,1,
Comfortably Numb,5.11a,F,The Outback,Joshua Tree,USA,trad,harter Fight in Offwidth Dach. Voll die Schulter zerlegt.,21.03.18,,3,
Super Roof,5.9,o.s.,The Outback,Joshua Tree,USA,trad,,21.03.18,,1,
Six-pack crack,5.10b,o.s.,The Foundry,Joshua Tree,USA,trad,Offwidth,21.03.18,,1,
Jumar of Flesh,5.9,TR,The Foundry,Joshua Tree,USA,trad,Kamin,21.03.18,,1,
Rocky Horror Picture Show,5.11b/c,o.s.,Hall of Horrors,Joshua Tree,USA,trad,"lange Traverse von links nach rechts. Gute, offensichtliche Linie aber leider sehr schottrig!",23.03.18,,1,
Grit Roof,5.10c,o.s.,Hall of Horrors,Joshua Tree,USA,trad,MEGA!,23.03.18,,3,
Lazy Day,5.7,o.s.,Hall of Horrors,Joshua Tree,USA,trad,easy,23.03.18,,,
Heart of Darkness,5.11c,F,Sheep Pass,Joshua Tree,USA,trad,lichtdurchschienener Spitter im dunklen Tunnel. Perfekte Linie!,23.03.18,,3,
Magnum Opus,5.13d,2. Go,Lime Kiln Canyon (The Grail),Saint George,USA,,"2. Go, im Guidebook zum Teil bis 14a bewertet, niemals... Oder bin ich einfach saufit? Entweder hart 8a+ oder einfach 8b",2016-11-01,,3,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Voyager One,5.13a,F,Lime Kiln Canyon (The Grail),Saint George,USA,,,2016-11-01,,2,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Hoarse Platitudes,5.13a,o.s.,Lime Kiln Canyon (The Grail),Saint George,USA,,,2016-11-01,,,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Honeycomb,5.12d,F,Lime Kiln Canyon (The Grail),Saint George,USA,,,2016-11-01,,2,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Mesquiter,5.12a,o.s.,Lime Kiln Canyon (The Grail),Saint George,USA,,,2016-11-01,,,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Greyhound,5.12a,2. Go,Lime Kiln Canyon (The Grail),Saint George,USA,,2. Go,2016-11-01,,,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Divine Vessel,5.11b,o.s.,Lime Kiln Canyon (The Grail),Saint George,USA,,,11/01/16,,,"minimal überhängende Wand, taugt mir voll, voll im Schatten"
Fun Pig,5.13a,2. Go,Sunset Alley (Blank Cave),Saint George,USA,,"2. go, really cool",2016-11-01,,,
Finally Legal,5.12a,,Sunset Alley (Blank Cave),Saint George,USA,,,2016-11-01,,,
Horse Lattitudes,5.14a,,Virgin River Gorge,Virgin River Gorge,USA,,"12d in schlechten Ruhepunkt, dann 8 Zug Boulder in Cruxzug, ein Stechen in ein gutes Zweifingerloch von schlechten Tritten, insgesamt ~fb7b+, die nächsten 6 Züge sind nochmal schwer, dann guter Ruhepunkt. Die nächsten Meter sind ~12b und sehr dreckig. Guter Schüttler und dann ~6c zum Umlenker
December 2016 insgesamt 5 Tage versucht, am zweiten Tag schon das Loch getroffen und an den beiden darauf folgenden Tagen immer schlechter geworden (schlechte Bedingungen). Am letzten Tag fast geschafft, 4 Züge nach der Crux gefallen. Schade!!
Beta: Untergriffruhepunkt mit links in gutes Loch, rechts abfassen, hochlaufen und auf sloprigen Tritt an Leiste schnappen. Mit links auf kleinem, abgespeckten Tritt stehen und in Untergriff. Rechten Fuß durchlaufen und links rausstehen, auf aufgeklebte Leiste schnappen, mit Links perfekte Zange. Links hochstehen auf schmierigen Tritt, rechts rauslaufen auf gute Leiste. Dann hoch in guten Seitgriff. Mit Links auf Griff stehen, rechten Fuß raus und clippen. Von hier direkt hochspannen zum Ball und rechten Fuß auf kleine Nase, linken Fuß auf abschüssigen Tritt weit links außen (nicht der ganz kleine sondern etwas links drunter). Mit rechts auf Leistenzangen und dann Gas geben ins Loch. Clip und zwei Kreuzzüge, dann Trippel Bomb in gute Leiste. Füße hochhangeln, Schulterzwischengriff und in Henkel rausschnappen.",,X,3,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Fall of Man,5.13b,,Virgin River Gorge,Virgin River Gorge,USA,,perfekte Platte und sehr ausgesetzt!,,X,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Joe Six Pack,5.13a,o.s.,Virgin River Gorge,Virgin River Gorge,USA,,"Oh jeah! Onsight, bitch!",2016-12-01,,3,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
High Flames Drifter,5.12d,,Virgin River Gorge,Virgin River Gorge,USA,,mega geil!,2016-12-01,,2,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Bowser,5.12c,,Virgin River Gorge,Virgin River Gorge,USA,,,2016-12-01,,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Dirt Cowboy,5.12c,F,Virgin River Gorge,Virgin River Gorge,USA,,,2016-12-01,,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
The Mentor,5.12b,o.s.,Virgin River Gorge,Virgin River Gorge,USA,,,2016-12-01,,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Don´t believe the Hype,5.12a,o.s.,Virgin River Gorge,Virgin River Gorge,USA,,,2016-12-01,,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Brutus,5.11d,F,Virgin River Gorge,Virgin River Gorge,USA,,,2016-12-01,,,"direkt neben dem Highway aber fantastische Wände mit mega fettem Gestein, Necessary Evil ist die King Line!"
Mao Mak Maa ,9+/10-,2. Go,Uracher Alb,Schwäbische Alb,Germany,,2. Go. Sehr coole Tour mit schwerer Querung an Untergriffen und kleinen Tritten. Kompaktes Gestein gibts wohl auch auf der Alb ;-),12. March 2017,,2,
Lustmolch Linkup,9+/10-,,Arena,Lenninger Alb,Germany,,,,X,,"scharfkantig und brüchig, nicht toll"
Gecko,8b,,Ewige Jagdgründe,Zillertal,Austria,,Plattecrux,,X,,ewig geiles Wochenende mit Jakob im October 2017
Reise nach Ixtlan,7c+/8a,,Ewige Jagdgründe,Zillertal,Austria,,Funky,23. September 2017,,1,ewig geiles Wochenende mit Jakob im October 2017
Jumping Jack Flash,7c+,o.s.,Ewige Jagdgründe,Zillertal,Austria,,Cooler Onsight!,22. September 2017,,2,ewig geiles Wochenende mit Jakob im October 2017
Manitou,7c,o.s.,Ewige Jagdgründe,Zillertal,Austria,,,2021-06-28,,3,
Especially for You,7c,2. Go,Ewige Jagdgründe,Zillertal,Austria,,"2. Go, geiles Leistengedresche",23. September 2017,,1,ewig geiles Wochenende mit Jakob im October 2017
Muttertag,7b+/7c,,Ewige Jagdgründe,Zillertal,Austria,,sooooo platt!,,X,,ewig geiles Wochenende mit Jakob im October 2017
Dixie Chicken,7a+,F,Ewige Jagdgründe,Zillertal,Austria,,,2021-06-28,,,
Maracuja,6c+/7a,o.s.,Ewige Jagdgründe,Zillertal,Austria,,,23. September 2017,,,ewig geiles Wochenende mit Jakob im October 2017
Links von Salamander Trick,6b+,F,Ewige Jagdgründe,Zillertal,Austria,,,2021-06-28,,,
"Ego, nein danke",6b,o.s.,Ewige Jagdgründe,Zillertal,Austria,,,23. September 2017,,,ewig geiles Wochenende mit Jakob im October 2017
08/15,5a,o.s.,Ewige Jagdgründe,Zillertal,Austria,,,23. September 2017,,,ewig geiles Wochenende mit Jakob im October 2017
Ganja,8a+,,Ganja,Zillertal,Austria,,"Fingerriss, Ganja

-Absicherung: BD 1x 0.1, 1x 0.3, 1x 0.5/0.75 1x #7 Nut, #8 Nut

rechts an Kante starten, mit links im Riss, die „obere Leiste“. Links schlechter Tritt stehen und recht hooken.
Mit rechts in den unteren guten Klemmer (evtl. BD Keil 8 in den oberen Klemmer), links oben drüber Mittel- und Ringfinger tief in den oberen Klemmer und mir rechts zurück zur Kante. Erst den rechten dann den linken Fuß hochlaufen (guter Tritt in Riss bei der „unteren Leiste“).
Den rechten Fuß lösen und hinterschren. Mit der rechten Hand wieder zurück in den Riss abfassen und direkt hoch blocken in den Pinsch-Klemmer (Daumen nach oben). Auf dem linken Bein aufstehen und mit links hoch zu Leiste, rechts nachsortien, den rechten Fuß auf die gute Stelle am oberen Ende der Rippe stellenund Bd Cam X4  0.1 legen. 
Danach den linken Fuß auf einen kleinen Tritt in der Wand stellen und mit links weit weiter verlängern in einen guten Klemmer mit Daumen nach unten (*). Von hier oder schon vorher BD Keil 7 etwas unter den Cam. Von den Tritten mit rechts weit hochkreuzen in einen fast waagrechten guten 2 Finger klemmer, mit dem linken Fuß die Leiste angeln und in die breite Stelle mit Daumen nach unten Klemmen. In die breite Stelle BD Cam 0.5 (leichter zu legen) oder 0.75 (besser) legen.
Mit rechts auf der linken Hand klemmen, linken Fuß mit Knie nach links in (*) und mit dem rechten Fuß au einen guten Tritt rechts außen. Mit der rechten Hand hoch wandern an das obere Ende der breiten Stelle und mit der linken Hand in einen engen Fingerklemmer oben drüber. Auf den rechten Fuß schieben und mit rechts auf eine Leiste (**) ziehen, mit dem linken Fuß hinterschren und mit der linken Hand in Riss höher greifen (***). Den linken Fuß stellen und mit rechts in gutes Loch ziehen. Etwas über (***) BD Cam X4 0.3 legen und noch etwas darüber mit links in Riss klemmen (Bei mini Dach). Dazu erst den rechten Fuß und dann den linken Fuß hoher stellen.
Mit der rechten Hand neben dem Sloper im Riss Klemmen und linken Fuß noch mal höher stellen. Mit links in eine guten Klemmer auf Halben Weg zu Kante und den rechten Fuß auf (**) stellen und   und nach rechts zur Kante schnappen.Freuen :)",,X,3,
Electric Avenue,8a,,Bachhexe,Zillertal,Austria,,"perfektes, immer trockenenes Dach. Übertrieben geile Sloperpassage",,X,1,
Edelweiß,8a,2. Go,Rinderschrofen,Zillertal,Austria,,Spontanes Wochenende mit Manu,2021-06-26,,2,
Aufwärm 7a,7a,o.s.,Rinderschrofen,Zillertal,Austria,hard,,,,,
Iljas Vermächtnis,VIIc,TR,Bürgermeisterin,Adrspach,Czech,AF,"TR, AF, erste Route in Adersbach. Unten schwieriger Faustklemmer Riss, wo nicht ganz das Knie rein passt. Dann Kamin raus, 2. SL ist der ""Geburtskanal"", ca. 20M bis zum ersten Ring. Dort dann gute Keulerei, weiter oben dann saugender Handklemmerriss im steilen Gelände. Ganz oben dann nochmal eine schwere Plattenstelle auf Rollreibung. Einmal um den Kopf queren und nicht ganz einfachen und längenzügigen Handriss rauseiern. Wunderschöner Gipfel!",19.10.17,,3,"Verrücktes, wildestes und lebensgefährlichstes Gebiet der Welt!

Lustige Begriffe der Sachsen:
Keulerei, Baustelle, Großbaustelle, Quacken, Den Sack aufhängen, den Sack höher hängen, Sedacky, hangeln, rollig, Rollreibung"
Teufelsgulasch,Xb,,Adrspach,Adrspach,Czech,,"wohl eine der besten Kanten überhaupt, viele Ringe aber auch echt schwer. Balancierkletterei und anscheinend darf man Chalk verwenden (auch wenn ich keins dabei hatte). Bin nur bis zum 4. Ring gekommen, dann wird's sackhart!",,X,,"Verrücktes, wildestes und lebensgefährlichstes Gebiet der Welt!

Lustige Begriffe der Sachsen:
Keulerei, Baustelle, Großbaustelle, Quacken, Den Sack aufhängen, den Sack höher hängen, Sedacky, hangeln, rollig, Rollreibung"
Internationaler Weg,VIIa,,Zyklop,Adrspach,Czech,Aid,"der leichteste Weg den Zyklopen hinauf mit wohl den meisten Baustellen in Adersbach! Und wir hängen uns da gleich rein, sind wir doof. Erstmal normale Baustelle vom Baum weg auf Rollrampe und zum ersten Ring hineinern (Sebstastian barfuß). Dann ausgiebig unterstützt zum 2. Ring, hier wurde es gleich ordentlich brenzlig. Sebastian war unten und Jakob auf seinen Schultern, Domi hat Jakob und mich mit 2 Grigris gesichert und ich kletter dann so behutsam wie möglich an Jakob hin, wenn das ganze zusammengepurzelt wäre, wäre das echt ungemütlich geworden! Dann stehe ich also auf Jakobs Schultern und heppe an den Ring. Hopp, ja, ich hab ihn!!! Von dort aus Sedacky in kleine Rampe, hier rollts total. Der unterstützende sollte definitiv aus dem Grigir unterstützen, damit der obere ihn im Falle eines Sturzes nicht abräumt. Erst geht Jakob, kommt dann aber lieber nochmal runter und Domi holt sich die Querung like a boss. Dabei bröselt ihm so langsam der Tritt weg (ein kleiner Busch), 5m über dem Ring und mit einem fetten Band unten – Sebastian war schon bereit ins Tal zu springen beim sichern. Dann einmal um den halben Gipfel herum, eventuell kann man hier auch bauen oder in den Riss reinqueren. Man hat aber KEINE Sicherung, die ist ca. 30M entfernt auf der anderen Seite des Gipfels. Anscheinend liegt dort eine MK3 nachdem man in den Riss reingequert ist: Eine ""menschliche Knotenschlinge Größe 3"" Das funktioniert wie folgt. Einer stopft sich in den Körperriss hinein und macht sich dick und schwer. Der andere klippt dann einfach seine Sicherungsschlaufe ein und nimmt ihn als Sicherung – er steckt ja fest. Puh, ich will nicht wissen wie sich das anfühlt, wenn da jemand in dich reinkachelt. Dann noch witziger Doppelhand, Handfaust, Doppelfaust und schließlich Chicken Wing Riss oben raus, hier rollts auch ordentlich. Dann endlich oben im letzten Sonnenlicht. WAHNSINN! Was für ein Abenteuer!",,,3,"Verrücktes, wildestes und lebensgefährlichstes Gebiet der Welt!

Lustige Begriffe der Sachsen:
Keulerei, Baustelle, Großbaustelle, Quacken, Den Sack aufhängen, den Sack höher hängen, Sedacky, hangeln, rollig, Rollreibung"
